X,Y,Point_ID,Coarse,Clay,Sand,Silt,pH_CaCl2,pH_H20,EC,OC,CaCO3,P,N,K,LC,LU,NUTS_0,NUTS_1,NUTS_2,NUTS_3,LC0_Desc,LC1_Desc,LU1_Desc
25.740161397,45.616697088,"55402630",,,,,6.20,6.26,36.70,16.60,"2",21.70,2.10,90.00,E20,U111,RO,RO1,RO12,RO122,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
25.776330738,45.739613404,"55402644",,,,,7.30,7.59,37.00,69.20,"164",11.40,7.60,97.50,E20,U111,RO,RO1,RO12,RO122,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
25.78670384,45.774727211,"55402648","29","38","15","47",5.70,5.98,31.60,32.30,"1",16.70,3.60,212.50,B16,U111,RO,RO1,RO12,RO123,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
26.477076314,47.982273128,"55402900",,,,,5.20,5.66,12.90,20.20,"0",14.40,2.00,200.80,B33,U111,RO,RO2,RO21,RO212,Cropland,Soya,Agriculture (excluding fallow land and kitchen gardens)
24.56474822,41.063286007,"55422114","32","23","25","51",6.50,6.65,38.70,46.70,"1",12.10,3.80,248.50,C10,U120,EL,EL5,EL51,EL515,Woodland,Broadleaved woodland,Forestry
25.078495224,43.131244269,"55422348",,,,,5.90,6.22,7.25,18.40,"1",14.40,2.00,197.90,B31,U111,BG,BG3,BG32,BG322,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
25.313059277,44.012570265,"55422448",,,,,4.70,5.05,23.60,19.60,"1",32.00,1.80,172.50,B16,U111,RO,RO3,RO31,RO317,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
25.932663725,46.174534121,"55422694",,,,,4.40,4.82,17.25,11.70,"0",9.00,1.30,159.60,C33,U120,RO,RO1,RO12,RO124,Woodland,Other mixed woodland,Forestry
26.365787433,47.558536928,"55422852",,,,,5.30,5.66,19.92,18.20,"0",24.10,2.00,117.30,E20,U111,RO,RO2,RO21,RO215,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
26.497529319,47.960796759,"55422898",,,,,7.30,7.77,37.30,32.20,"22",167.60,3.40,1976.60,B16,U111,RO,RO2,RO21,RO212,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
26.549804567,48.11811901,"55422916",,,,,5.80,6.17,22.90,17.20,"0",10.50,2.00,169.70,B52,U111,RO,RO2,RO21,RO212,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens)
23.892885868,37.916118156,"55441760",,,,,7.50,7.81,16.63,16.60,"21",5.70,1.60,473.00,B81,U111,EL,EL3,EL30,EL305,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
24.715577695,41.59078897,"55442174",,,,,5.00,5.45,16.30,17.30,"0",11.70,1.80,321.20,E10,U111,BG,BG4,BG42,BG424,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
24.903556482,42.350929556,"55442260",,,,,5.10,5.39,11.98,13.20,"0",34.10,1.40,247.40,E30,U111,BG,BG4,BG42,BG421,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens)
25.478227308,44.519369461,"55442506",,,,,6.10,6.28,12.74,14.50,"1",14.90,1.60,183.30,E30,U112,RO,RO3,RO31,RO313,Grassland,Spontaneously re-vegetated surfaces,Fallow land
25.592199858,44.9238843,"55442552",,,,,6.10,6.36,20.20,17.70,"0",8.20,2.30,315.20,B11,U111,RO,RO3,RO31,RO313,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
25.749282536,45.468620074,"55442614","9","38","4","58",4.30,4.72,8.66,30.90,"0",5.60,3.20,76.60,C10,U120,RO,RO1,RO12,RO122,Woodland,Broadleaved woodland,Forestry
25.821562309,45.714449172,"55442642",,,,,7.50,7.81,34.20,17.50,"38",13.40,2.40,170.20,E20,U111,RO,RO1,RO12,RO122,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
26.273640627,47.187058491,"55442810",,,,,4.70,5.21,14.09,28.60,"0",13.10,3.00,272.50,E10,U111,RO,RO2,RO21,RO214,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
26.307189139,47.292089178,"55442822",,,,,4.80,5.36,4.07,16.40,"0",6.50,1.80,53.30,E20,U111,RO,RO2,RO21,RO214,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
26.587799128,48.149057113,"55442920",,,,,6.40,6.70,11.80,38.20,"0",7.40,3.60,283.40,E20,U111,RO,RO2,RO21,RO212,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
23.904191944,37.859387893,"55461754",,,,,7.50,7.79,17.50,27.20,"107",9.90,2.80,368.60,D10,U420,EL,EL3,EL30,EL305,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use
24.58213794,40.932380002,"55462100","5","9","57","35",7.30,8.07,36.80,7.50,"3",22.10,1.00,81.00,B16,U111,EL,EL5,EL51,EL515,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
24.649477777,41.215678821,"55462132","4","8","59","32",6.40,6.55,25.70,15.70,"0",10.40,1.50,388.40,C10,U120,EL,EL5,EL51,EL512,Woodland,Broadleaved woodland,Forestry
24.765030211,41.693403295,"55462186","13","13","43","44",4.30,5.00,7.51,55.60,"0",19.50,5.00,179.30,C21,U120,BG,BG4,BG42,BG424,Woodland,Spruce dominated coniferous woodland,Forestry
24.883049291,42.170700072,"55462240",,,,,5.10,5.36,13.22,13.60,"0",7.00,1.50,126.30,B13,U111,BG,BG4,BG42,BG421,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
25.085425606,42.965250179,"55462330",,,,,5.90,6.10,11.71,13.50,"0",4.00,1.90,204.80,C10,U420,BG,BG3,BG32,BG322,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use
25.233820274,43.529549225,"55462394",,,,,7.60,7.91,12.99,17.00,"25",4.90,1.70,143.40,B16,U111,BG,BG3,BG32,BG321,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
25.276248834,43.688151751,"55462412",,,,,7.50,7.97,17.02,17.60,"26",13.90,2.10,200.50,B16,U111,RO,RO3,RO31,RO317,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
25.295205189,43.758626767,"55462420",,,,,7.50,7.81,24.50,19.60,"11",12.60,1.90,304.30,B11,U111,RO,RO3,RO31,RO317,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
25.557242783,44.709137907,"55462528",,,,,7.40,7.69,21.90,22.70,"3",25.20,2.50,384.10,B11,U111,RO,RO3,RO31,RO313,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
25.764105519,45.42970287,"55462610","3","29","27","44",4.30,4.76,5.31,16.60,"1",0.00,1.70,65.40,C31,U120,RO,RO3,RO31,RO316,Woodland,Spruce dominated mixed woodland,Forestry
25.857173579,45.745743394,"55462646","7","20","19","60",5.50,5.73,39.70,14.40,"0",15.90,2.00,137.20,B23,U111,RO,RO1,RO12,RO123,Cropland,Other root crops,Agriculture (excluding fallow land and kitchen gardens)
26.020789292,46.289598623,"55462708","11","18","26","56",4.20,4.52,11.75,21.60,"1",4.50,2.40,69.40,E10,U120,RO,RO1,RO12,RO124,Grassland,Grassland with sparse tree/shrub cover,Forestry
26.316279457,47.235635753,"55462816",,,,,3.90,4.51,5.46,24.00,"0",23.90,1.60,132.90,C10,U120,RO,RO2,RO21,RO214,Woodland,Broadleaved woodland,Forestry
23.996824021,38.194471477,"55481792",,,,,7.50,7.80,19.20,45.70,"81",4.70,2.60,347.80,C22,U420,EL,EL3,EL30,EL305,Woodland,Pine dominated coniferous woodland,Semi-natural and natural areas not in use
24.754086775,41.548387179,"55482170",,,,,4.40,4.65,24.50,17.80,"0",4.70,1.00,70.70,C33,U120,BG,BG4,BG42,BG424,Woodland,Other mixed woodland,Forestry
24.779973888,41.654511114,"55482182","9","13","47","40",4.70,5.33,5.76,20.10,"0",22.20,2.00,48.20,E20,U111,BG,BG4,BG42,BG424,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
25.123272925,43.014564826,"55482336",,,,,6.10,6.44,14.86,16.00,"0",7.80,1.90,338.10,F40,U111,BG,BG3,BG32,BG322,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens)
25.281684189,43.614010694,"55482404",,,,,7.80,8.00,33.00,13.80,"112",43.60,1.90,276.00,B33,U111,BG,BG3,BG32,BG321,Cropland,Soya,Agriculture (excluding fallow land and kitchen gardens)
25.616890578,44.828481139,"55482542",,,,,5.90,6.29,7.46,9.50,"0",41.30,1.20,190.20,B11,U111,RO,RO3,RO31,RO313,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
26.409803856,47.441671572,"55482840",,,,,7.40,7.69,19.58,12.20,"12",0.00,1.60,90.50,E10,U111,RO,RO2,RO21,RO215,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
26.483879057,47.669058055,"55482866",,,,,6.90,7.08,7.99,14.10,"0",0.00,1.80,101.60,E20,U111,RO,RO2,RO21,RO215,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
26.605322128,48.036165917,"55482908",,,,,6.50,6.90,11.95,37.30,"0",6.80,3.60,203.80,E20,U111,RO,RO2,RO21,RO212,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
24.637186242,40.960845974,"55502104",,,,,6.30,6.40,8.05,3.50,"0",21.10,0.50,46.30,B33,U111,EL,EL5,EL51,EL515,Cropland,Soya,Agriculture (excluding fallow land and kitchen gardens)
24.948348728,42.23425023,"55502248",,,,,5.60,5.85,5.95,11.30,"0",20.10,1.20,90.70,B52,U111,BG,BG4,BG42,BG421,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens)
25.752802126,45.211342358,"55502586",,,,,4.40,4.93,3.79,20.70,"0",8.40,2.30,77.30,E10,U111,RO,RO3,RO31,RO316,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
25.928530642,45.808289877,"55502654",,,,,4.60,5.00,19.57,11.30,"0",15.70,1.40,59.00,E20,U111,RO,RO1,RO12,RO123,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
25.939023945,45.843383659,"55502658",,,,,5.20,5.61,14.34,10.40,"0",10.60,1.30,155.00,B21,U111,RO,RO1,RO12,RO123,Cropland,Potatoes,Agriculture (excluding fallow land and kitchen gardens)
24.711251887,41.169793102,"55522128",,,,,7.00,7.06,9.17,5.50,"0",5.00,0.70,76.90,C10,U120,EL,EL5,EL51,EL512,Woodland,Broadleaved woodland,Forestry
25.459645277,44.082163703,"55522458",,,,,6.00,6.40,8.11,23.00,"0",14.70,2.10,333.00,B31,U111,RO,RO3,RO31,RO317,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
25.50338169,44.240564515,"55522476",,,,,5.40,5.71,11.36,19.00,"0",11.00,1.60,253.60,B16,U111,RO,RO3,RO31,RO317,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
23.989725723,37.828394309,"55541752",,,,,7.40,7.61,15.83,18.70,"286",6.80,1.60,71.20,B81,U111,EL,EL3,EL30,EL305,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
24.933871594,41.979769885,"55542220",,,,,7.40,7.81,13.43,14.90,"70",8.00,1.60,240.40,B82,U111,BG,BG4,BG42,BG421,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
25.33571383,43.532532967,"55542396",,,,,7.70,7.97,15.83,16.20,"22",8.60,1.80,173.90,B33,U111,BG,BG3,BG32,BG321,Cropland,Soya,Agriculture (excluding fallow land and kitchen gardens)
25.942307126,45.677780137,"55542640",,,,,7.20,7.53,29.60,25.20,"27",89.60,2.80,410.20,E20,U111,RO,RO1,RO12,RO122,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
25.994794614,45.853237677,"55542660",,,,,7.10,7.57,24.60,14.50,"1",36.10,1.60,99.50,B22,U111,RO,RO1,RO12,RO123,Cropland,Sugar beet,Agriculture (excluding fallow land and kitchen gardens)
26.436707185,47.272301189,"55542822",,,,,4.70,5.03,7.92,22.40,"0",9.50,2.10,94.10,E20,U111,RO,RO2,RO21,RO214,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
26.619923383,47.83186204,"55542886",,,,,6.80,7.15,39.30,39.40,"0",7.90,4.70,186.70,E20,U111,RO,RO2,RO21,RO212,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
25.196562559,42.911868609,"55562326",,,,,5.20,5.44,14.51,14.90,"0",3.70,2.10,120.30,C10,U420,BG,BG3,BG32,BG322,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use
25.22888582,43.03532376,"55562340",,,,,5.70,5.95,13.84,31.90,"0",0.00,3.50,271.70,D10,U420,BG,BG3,BG32,BG322,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use
25.280046314,43.22926689,"55562362",,,,,6.20,6.57,9.48,15.30,"0",4.90,1.60,238.90,B11,U111,BG,BG3,BG32,BG321,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
25.378979078,43.599326002,"55562404",,,,,7.50,7.91,15.29,15.70,"93",21.80,1.70,171.30,C10,U370,BG,BG3,BG32,BG321,Woodland,Broadleaved woodland,Residential
25.484436086,43.986731602,"55562448",,,,,5.40,5.77,11.60,20.20,"0",23.20,1.80,220.90,B16,U111,RO,RO3,RO31,RO317,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
26.110426022,46.147502658,"55562694",,,,,4.70,5.00,27.00,26.80,"0",7.30,3.30,117.10,E20,U111,RO,RO1,RO12,RO123,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
26.576677844,47.618090006,"55562862",,,,,4.90,5.53,6.51,8.50,"0",10.30,1.20,104.70,B16,U111,RO,RO2,RO21,RO212,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
26.745650342,48.124829792,"55562920",,,,,5.60,5.95,18.61,33.30,"0",10.40,2.90,349.50,B33,U111,RO,RO2,RO21,RO212,Cropland,Soya,Agriculture (excluding fallow land and kitchen gardens)
24.730511662,40.946870841,"55582104",,,,,7.60,7.78,27.20,9.80,"13",79.10,1.40,182.90,B75,U111,EL,EL5,EL51,EL515,Cropland,Other fruit trees and berries,Agriculture (excluding fallow land and kitchen gardens)
24.972432257,41.937296764,"55582216","16","34","22","44",7.10,7.50,16.31,26.00,"123",12.10,2.80,358.80,B82,U111,BG,BG4,BG42,BG421,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
25.043520945,42.219934492,"55582248",,,,,6.20,6.51,6.14,12.90,"0",9.10,1.30,160.10,E30,U112,BG,BG4,BG42,BG421,Grassland,Spontaneously re-vegetated surfaces,Fallow land
25.82713266,45.108329851,"55582576",,,,,7.00,7.38,17.65,16.70,"4",10.20,1.80,106.40,E30,U120,RO,RO3,RO31,RO316,Grassland,Spontaneously re-vegetated surfaces,Forestry
26.109052901,46.055959371,"55582684",,,,,5.90,6.24,12.63,13.30,"0",55.70,1.50,468.00,B21,U111,RO,RO1,RO12,RO123,Cropland,Potatoes,Agriculture (excluding fallow land and kitchen gardens)
26.392920612,46.966884213,"55582788",,,,,6.40,6.79,16.46,52.80,"1",0.00,4.90,254.90,E20,U111,RO,RO2,RO21,RO214,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
26.454599781,47.159376904,"55582810",,,,,7.60,8.12,13.80,7.50,"40",4.80,1.00,238.20,E10,U111,RO,RO2,RO21,RO214,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
26.505500188,47.316818013,"55582828",,,,,6.00,6.24,27.70,14.50,"0",13.60,2.00,294.00,B16,U111,RO,RO2,RO21,RO215,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
26.608495222,47.631557026,"55582864",,,,,6.30,6.46,9.48,25.20,"0",9.60,2.80,217.90,E20,U111,RO,RO2,RO21,RO212,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
24.83485788,41.279587525,"55602142","23","12","59","29",5.70,6.10,7.20,24.30,"1",8.70,1.10,72.90,C22,U120,EL,EL5,EL51,EL512,Woodland,Pine dominated coniferous woodland,Forestry
24.97845563,41.863045011,"55602208","14","18","46","37",5.60,5.83,11.40,24.90,"0",13.70,1.90,152.40,C32,U120,BG,BG4,BG42,BG421,Woodland,Pine dominated mixed woodland,Forestry
25.180362189,42.657630417,"55602298",,,,,4.40,4.93,5.91,17.80,"0",43.70,1.80,110.60,B32,U111,BG,BG3,BG34,BG344,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
25.221613396,42.816404406,"55602316",,,,,6.50,6.94,34.00,19.40,"3",6.90,2.00,63.90,C10,U120,BG,BG3,BG32,BG322,Woodland,Broadleaved woodland,Forestry
25.755700404,44.77072038,"55602538",,,,,5.00,5.43,12.79,14.50,"0",18.10,1.60,111.30,B16,U111,RO,RO3,RO31,RO313,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
25.78596803,44.876154337,"55602550",,,,,5.10,5.50,12.22,16.40,"0",0.00,1.80,112.90,B16,U111,RO,RO3,RO31,RO313,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
26.054685461,45.789036612,"55602654",,,,,6.00,6.25,20.30,45.50,"0",6.90,4.50,201.10,E20,U111,RO,RO1,RO12,RO123,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
26.129047377,46.034543167,"55602682",,,,,5.30,6.24,20.50,14.90,"0",55.00,2.20,361.70,B21,U111,RO,RO1,RO12,RO123,Cropland,Potatoes,Agriculture (excluding fallow land and kitchen gardens)
26.357480683,46.770375091,"55602766","30","15","34","51",3.70,4.23,13.74,48.20,"0",16.30,3.70,111.30,C33,U120,RO,RO2,RO21,RO214,Woodland,Other mixed woodland,Forestry
26.663490359,47.714921418,"55602874",,,,,7.10,7.47,25.30,14.30,"13",26.40,1.60,311.90,E10,U111,RO,RO2,RO21,RO212,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
24.789892983,40.992949279,"55622110",,,,,7.30,7.56,19.38,7.30,"0",51.30,0.90,122.30,B16,U111,EL,EL5,EL51,EL512,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
24.95813911,41.682745694,"55622188","8","8","75","18",4.10,4.64,3.26,9.90,"0",0.00,0.70,41.60,C22,U120,BG,BG4,BG42,BG424,Woodland,Pine dominated coniferous woodland,Forestry
25.037534809,42.000808062,"55622224",,,,,6.40,6.53,15.31,13.10,"0",15.50,1.40,298.80,B11,U111,BG,BG4,BG42,BG421,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
25.077655314,42.159767257,"55622242",,,,,7.60,7.89,18.83,13.20,"52",6.40,1.50,269.30,B16,U111,BG,BG4,BG42,BG421,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
25.333815987,43.147773078,"55622354",,,,,7.40,7.63,16.04,13.50,"10",15.20,1.70,240.90,B16,U111,BG,BG3,BG32,BG321,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
25.376061123,43.306387764,"55622372",,,,,6.40,6.62,14.09,16.90,"1",7.60,1.80,202.30,B11,U111,BG,BG3,BG32,BG321,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
25.636069329,44.257079969,"55622480",,,,,5.40,5.71,9.67,15.90,"0",13.70,1.50,157.50,B11,U111,RO,RO3,RO31,RO317,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
25.700385281,44.485695776,"55622506",,,,,5.90,6.29,12.50,14.80,"0",12.90,1.90,186.60,B16,U111,RO,RO3,RO31,RO314,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
25.861654263,45.048022074,"55622570",,,,,7.00,7.26,12.09,22.80,"10",176.10,2.50,351.60,E10,U111,RO,RO3,RO31,RO316,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
26.405353643,46.836442812,"55622774",,,,,4.70,5.05,24.50,31.40,"0",24.60,3.60,195.60,B71,U111,RO,RO2,RO21,RO214,Cropland,Apple fruit,Agriculture (excluding fallow land and kitchen gardens)
26.614501874,47.483673188,"55622848",,,,,5.30,5.67,14.51,20.20,"0",17.40,2.40,157.70,E20,U111,RO,RO2,RO21,RO212,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
26.631753934,47.536115833,"55622854",,,,,7.10,7.29,22.00,17.10,"3",5.70,2.20,262.20,E20,U111,RO,RO2,RO21,RO212,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
26.842326248,48.165010025,"55622926",,,,,5.50,5.95,13.19,24.00,"0",15.90,2.30,374.50,B31,U111,RO,RO2,RO21,RO212,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
24.860240783,41.184064414,"55642132",,,,,7.00,7.15,19.74,15.90,"0",9.20,1.40,194.80,C10,U120,EL,EL5,EL51,EL512,Woodland,Broadleaved woodland,Forestry
24.881740946,41.272511858,"55642142",,,,,7.20,7.52,20.60,4.00,"0",18.60,0.70,142.90,B36,U111,EL,EL5,EL51,EL512,Cropland,Tobacco,Agriculture (excluding fallow land and kitchen gardens)
24.899001291,41.343259053,"55642150","12","9","66","25",4.30,4.70,9.77,17.40,"0",0.00,1.10,73.80,C10,U120,EL,EL5,EL51,EL512,Woodland,Broadleaved woodland,Forestry
25.03903884,41.908893213,"55642214",,,,,4.10,4.44,7.16,7.20,"0",28.00,0.80,101.00,E30,U111,BG,BG4,BG42,BG421,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens)
25.690288033,44.358846026,"55642492",,,,,4.90,5.38,11.90,15.10,"0",28.60,1.80,162.70,B31,U111,RO,RO3,RO31,RO314,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
25.88144574,45.026645007,"55642568",,,,,4.40,4.87,10.46,9.30,"0",5.60,1.10,73.80,E30,U112,RO,RO3,RO31,RO316,Grassland,Spontaneously re-vegetated surfaces,Fallow land
25.963742367,45.307570856,"55642600","37","21","29","50",4.00,4.18,11.78,26.60,"0",0.00,1.20,43.60,C31,U120,RO,RO3,RO31,RO316,Woodland,Spruce dominated mixed woodland,Forestry
26.15296623,45.939106118,"55642672","8","34","8","58",5.10,5.24,43.10,23.70,"0",15.50,2.80,192.90,B21,U111,RO,RO1,RO12,RO123,Cropland,Potatoes,Agriculture (excluding fallow land and kitchen gardens)
26.179701365,46.026759282,"55642682","5","33","28","39",4.90,5.14,28.10,16.80,"1",48.00,1.90,248.00,B22,U111,RO,RO1,RO12,RO123,Cropland,Sugar beet,Agriculture (excluding fallow land and kitchen gardens)
26.201170602,46.096871253,"55642690","13","33","19","48",5.00,5.41,17.63,23.50,"1",8.30,2.30,134.30,E20,U111,RO,RO1,RO12,RO123,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
